IOWA_01O1P1S1,  daily weather data
JDay   Date       Rad     Tmax Tmin rain  Wind    CO2
71	"03/11/1980"	16.318	22.600	3.400	0.000	13.32	370.0
72	"03/12/1980"	18.954	9.900	-3.600	0.000	9.36	370.0
73	"03/13/1980"	11.757	-3.100	-6.000	0.000	16.56	370.0
74	"03/14/1980"	14.477	2.200	-5.700	0.000	12.6	370.0
75	"03/15/1980"	16.987	3.300	-1.900	0.000	14.4	370.0
76	"03/16/1980"	11.799	15.100	4.300	20.000	14.4	370.0
77	"03/17/1980"	16.025	22.200	-0.100	0.000	25.56	370.0
78	"03/18/1980"	8.828	9.600	-1.300	0.000	6.84	370.0
79	"03/19/1980"	15.481	6.400	-4.400	0.000	20.88	370.0
80	"03/20/1980"	13.431	12.200	-0.300	0.000	0.72	370.0
81	"03/21/1980"	12.343	12.800	8.000	5.600	9	370.0
82	"03/22/1980"	10.376	-11.50	-12.80	0.300	17.64	370.0
83	"03/23/1980"	9.247	15.300	-12.40	7.500	21.24	370.0
84	"03/24/1980"	13.598	9.700	4.700	0.000	16.56	370.0
85	"03/25/1980"	17.489	7.600	-1.700	0.000	21.24	370.0
86	"03/26/1980"	6.736	13.600	-5.200	0.000	25.2	370.0
87	"03/27/1980"	10.000	22.300	0.500	0.000	17.28	370.0
88	"03/28/1980"	11.757	4.500	-5.000	0.000	17.64	370.0
89	"03/29/1980"	8.786	2.700	-1.400	0.000	20.52	370.0
90	"03/30/1980"	13.933	4.400	0.200	0.000	20.16	370.0
91	"03/31/1980"	10.878	2.900	-3.000	0.000	24.84	370.0
92	"04/01/1980"	11.213	12.600	3.300	1.000	16.56	370.0
93	"04/02/1980"	19.539	12.100	-2.200	0.000	9.72	370.0
94	"04/03/1980"	18.075	26.300	10.500	0.000	26.28	370.0
95	"04/04/1980"	14.728	16.300	6.500	0.000	23.04	370.0
96	"04/05/1980"	12.468	14.100	3.700	0.000	16.2	370.0
97	"04/06/1980"	20.794	25.400	8.000	11.600	7.92	370.0
98	"04/07/1980"	16.820	4.600	0.200	0.000	19.8	370.0
99	"04/08/1980"	15.816	19.100	0.900	0.000	19.8	370.0
100	"04/09/1980"	15.606	20.900	-0.500	8.900	17.28	370.0
101	"04/10/1980"	19.372	15.500	2.200	1.600	11.88	370.0
102	"04/11/1980"	25.732	26.500	-0.900	0.000	25.92	370.0
103	"04/12/1980"	16.234	26.600	9.200	0.000	23.04	370.0
104	"04/13/1980"	17.698	19.800	-7.300	0.000	8.64	370.0
105	"04/14/1980"	17.322	19.000	7.400	0.000	9.36	370.0
106	"04/15/1980"	21.297	15.900	-5.200	0.000	20.52	370.0
107	"04/16/1980"	24.393	10.100	7.100	2.600	25.2	370.0
108	"04/17/1980"	27.029	8.400	3.200	0.000	18	370.0
109	"04/18/1980"	16.234	15.300	4.900	0.000	41.04	370.0
110	"04/19/1980"	18.912	12.100	2.100	0.000	28.44	370.0
111	"04/20/1980"	9.623	23.200	3.700	1.100	32.76	370.0
112	"04/21/1980"	12.259	14.500	1.000	0.000	8.28	370.0
113	"04/22/1980"	11.506	23.900	9.400	0.000	11.16	370.0
114	"04/23/1980"	16.067	2.400	-1.600	0.000	21.6	370.0
115	"04/24/1980"	15.816	12.700	1.200	6.800	27.72	370.0
116	"04/25/1980"	14.979	22.900	-0.300	0.000	20.52	370.0
117	"04/26/1980"	13.305	3.500	-1.900	0.000	31.68	370.0
118	"04/27/1980"	13.305	22.900	8.800	0.000	7.92	370.0
119	"04/28/1980"	22.050	16.500	8.800	0.000	0	370.0
120	"04/29/1980"	15.899	9.400	8.400	0.000	39.24	370.0
121	"04/30/1980"	12.510	23.700	3.100	28.700	13.32	370.0
122	"05/01/1980"	14.770	39.500	3.000	6.300	9.36	370.0
123	"05/02/1980"	24.351	22.900	14.200	3.200	20.16	370.0
124	"05/03/1980"	22.594	26.600	3.400	0.000	3.24	370.0
125	"05/04/1980"	18.954	17.300	15.300	0.000	25.2	370.0
126	"05/05/1980"	13.891	21.400	8.400	0.000	22.68	370.0
127	"05/06/1980"	23.012	27.700	6.400	0.000	14.04	370.0
128	"05/07/1980"	20.585	22.200	6.100	0.000	23.4	370.0
129	"05/08/1980"	20.251	28.400	12.600	0.000	25.56	370.0
130	"05/09/1980"	16.443	21.100	9.000	0.000	21.96	370.0
131	"05/10/1980"	18.870	18.100	10.400	0.000	15.84	370.0
132	"05/11/1980"	16.150	26.100	7.100	0.000	8.28	370.0
133	"05/12/1980"	21.380	21.300	9.900	0.000	0	370.0
134	"05/13/1980"	19.079	19.300	7.700	0.000	0	370.0
135	"05/14/1980"	23.054	26.900	13.700	0.000	19.8	370.0
136	"05/15/1980"	28.786	23.600	19.800	0.000	15.48	370.0
137	"05/16/1980"	16.820	32.000	14.000	0.000	25.2	370.0
138	"05/17/1980"	16.025	32.600	13.600	0.000	15.84	370.0
139	"05/18/1980"	21.213	26.400	13.000	0.000	10.08	370.0
140	"05/19/1980"	12.301	23.800	17.300	0.000	16.92	370.0
141	"05/20/1980"	13.724	18.800	15.900	0.000	19.8	370.0
142	"05/21/1980"	17.698	27.100	5.000	0.000	7.2	370.0
143	"05/22/1980"	23.932	33.100	6.500	0.000	13.68	370.0
144	"05/23/1980"	31.589	23.100	6.500	0.000	12.6	370.0
